Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
2141,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,291,5,1,5,5,1,5,6,6,8,15,3,5,9,7,2,16,10,14,4,7,1,10,7,0,7,9,0.04109589,0.04109589,0.054794521,0.10273972602739725,0.020547945,0.034246575,0.061643836,0.047945205,0.01369863,0.1095890410958904,0.068493151,0.095890411,0.02739726,0.047945205,0.006849315,0.068493151,0.047945205,0,0.047945205,0.061643836,14,17,20,37,52,17,8.714529991149902,11,12,22,26,7,8,19,12,4,34,24,26,6,9,4,17,12,0,19,19,0.037800687285223365,0.041237113402061855,0.075601375,0.089347079,0.024054982817869417,0.027491408934707903,0.065292096,0.041237113402061855,0.013745704467353952,0.11683848797250859,0.082474227,0.089347079,0.020618556701030927,0.030927835051546393,0.013745704467353952,0.058419243986254296,0.041237113402061855,0,0.065292096,0.065292096,28,41,38,79,106,29,5.913722038269043,4,6,7,12,1,4,7,3,2,12,6,9,2,6,0,6,4,0,3,3,0.041237113402061855,0.061855670103092786,0.072164948,0.12371134020618557,0.010309278350515464,0.041237113402061855,0.072164948,0.030927835051546393,0.020618556701030927,0.12371134020618557,0.061855670103092786,0.092783505,0.020618556701030927,0.061855670103092786,0,0.061855670103092786,0.041237113402061855,0,0.030927835051546393,0.030927835051546393,9,14,15,29,30,10,8.054760551452638
2142,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,149,-1,-1,-1,1,1,1,3,3,9,3,2,1,4,7,0,5,8,9,3,5,2,2,3,0,2,4,0.04,0.04,0.12,0.04,0.026666667,0.013333333333333334,0.053333333,0.093333333,0,0.066666667,0.10666666666666667,0.12,0.04,0.066666667,0.026666667,0.026666667,0.04,0,0.026666667,0.053333333,7,13,12,25,30,5,5.292812919616699,5,6,15,8,2,2,11,12,0,11,14,19,5,7,2,7,5,0,3,15,0.033557047,0.040268456375838924,0.10067114093959731,0.053691275167785234,0.013422818791946308,0.013422818791946308,0.073825503,0.080536913,0,0.073825503,0.093959732,0.12751677852348994,0.033557047,0.046979866,0.013422818791946308,0.046979866,0.033557047,0,0.020134228187919462,0.10067114093959731,10,26,25,51,62,12,5.643111610412597,2,0,8,2,1,0,3,3,0,4,5,8,2,3,1,1,2,0,1,4,0.04,0,0.16,0.04,0.02,0,0.06,0.06,0,0.08,0.1,0.16,0.04,0.06,0.02,0.02,0.04,0,0.02,0.08,4,11,8,19,20,3,4.616713142395019
2143,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,-2,-4,-2,2,4,2,5,2,1,2,3,1,4,4,1,2,2,0,0,0,0,2,1,0,3,2,0.14285714285714285,0.057142857,0.028571429,0.057142857,0.085714286,0.028571429,0.11428571428571428,0.11428571428571428,0.028571429,0.057142857,0.057142857,0,0,0,0,0.057142857,0.028571429,0,0.085714286,0.057142857,3,5,2,7,15,3,4.572037696838379,8,3,3,4,3,2,8,6,1,2,7,3,2,2,1,6,3,0,3,2,0.11594202898550725,0.043478260869565216,0.043478260869565216,0.057971014492753624,0.043478260869565216,0.028985507246376812,0.11594202898550725,0.086956522,0.014492753623188406,0.028985507246376812,0.10144927536231885,0.043478260869565216,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.086956522,0.043478260869565216,0,0.043478260869565216,0.028985507246376812,5,11,6,17,27,9,4.602276039123535,2,1,1,1,2,1,2,4,0,2,2,0,0,0,0,1,0,0,3,1,0.086956522,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.086956522,0.043478260869565216,0.086956522,0.17391304347826086,0,0.086956522,0.086956522,0,0,0,0,0.043478260869565216,0,0,0.13043478260869565,0.043478260869565216,3,3,1,4,11,1,4.1373899459838865
2144,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6623,80,1,0,1,1,0,1,4,2,1,3,1,2,3,5,3,1,6,0,0,0,1,3,2,0,3,0,0.1,0.05,0.025,0.075,0.025,0.05,0.075,0.125,0.075,0.025,0.15,0,0,0,0.025,0.075,0.05,0,0.075,0,3,4,2,6,16,5,5.80623951,10,6,5,3,1,5,4,6,3,3,8,0,1,1,3,5,5,0,5,6,0.125,0.075,0.0625,0.0375,0.0125,0.0625,0.05,0.075,0.0375,0.0375,0.1,0,0.0125,0.0125,0.0375,0.0625,0.0625,0,0.0625,0.075,6,9,6,15,34,10,5.453553581237792,3,1,1,2,1,1,3,3,2,1,3,0,0,0,1,1,2,0,2,0,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.074074074,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.074074074,0.037037037037037035,0.1111111111111111,0,0,0,0.037037037037037035,0.037037037037037035,0.074074074,0,0.074074074,0,2,4,1,5,10,3,4.969171714782715
2145,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,107,-4,-5,-4,4,5,4,4,1,6,4,3,3,2,2,0,0,3,3,3,1,6,3,2,4,2,2,0.074074074,0.018518518518518517,0.1111111111111111,0.074074074,0.055555556,0.055555556,0.037037037037037035,0.037037037037037035,0,0,0.055555556,0.055555556,0.055555556,0.018518518518518517,0.1111111111111111,0.055555556,0.037037037037037035,0.074074074,0.037037037037037035,0.037037037037037035,7,8,4,12,14,5,4.189397621154785,13,2,9,7,4,4,6,6,1,3,5,7,6,2,7,8,4,5,2,6,0.12149532710280374,0.018691588785046728,0.08411215,0.065420561,0.037383177570093455,0.037383177570093455,0.056074766355140186,0.056074766355140186,0.009345794,0.028037383177570093,0.046728972,0.065420561,0.056074766355140186,0.018691588785046728,0.065420561,0.074766355,0.037383177570093455,0.046728972,0.018691588785046728,0.056074766355140186,9,15,9,24,39,12,4.5327051162719725,3,1,4,4,0,2,1,1,0,0,1,3,2,1,4,2,2,2,1,2,0.083333333,0.027777777777777776,0.1111111111111111,0.1111111111111111,0,0.055555556,0.027777777777777776,0.027777777777777776,0,0,0.027777777777777776,0.083333333,0.055555556,0.027777777777777776,0.1111111111111111,0.055555556,0.055555556,0.055555556,0.027777777777777776,0.055555556,4,5,4,9,9,4,4.781034660339355
2146,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,36,-5,-9,-5,5,9,5,0,0,2,0,1,0,3,2,0,1,1,0,1,0,0,2,1,0,1,3,0,0,0.1111111111111111,0,0.055555556,0,0.16666666666666666,0.1111111111111111,0,0.055555556,0.055555556,0,0.055555556,0,0,0.1111111111111111,0.055555556,0,0.055555556,0.16666666666666666,1,5,0,5,8,3,4.0500284194946286,1,1,3,0,1,1,7,3,0,2,2,0,2,0,1,4,1,0,1,6,0.027777777777777776,0.027777777777777776,0.083333333,0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.083333333,0,0.055555556,0.055555556,0,0.055555556,0,0.027777777777777776,0.1111111111111111,0.027777777777777776,0,0.027777777777777776,0.16666666666666666,1,10,1,11,16,5,4.0500284194946286,0,0,1,0,1,0,2,2,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0.083333333,0,0.083333333,0,0.16666666666666666,0.16666666666666666,0,0.083333333,0,0,0.083333333,0,0,0.083333333,0,0,0.083333333,0.16666666666666666,1,3,0,3,6,1,4.0500284194946286
2147,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,223,-5,-6,-5,5,6,5,11,0,7,10,0,10,6,5,0,8,9,8,4,3,4,9,9,2,5,2,0.098214286,0,0.0625,0.089285714,0,0.089285714,0.053571429,0.044642857142857144,0,0.071428571,0.080357143,0.071428571,0.035714286,0.026785714285714284,0.035714286,0.080357143,0.080357143,0.017857142857142856,0.044642857142857144,0.017857142857142856,10,13,8,21,39,18,4.5427656173706055,28,1,9,19,0,18,13,11,0,13,17,15,9,8,8,17,15,2,10,10,0.12556053811659193,0.004484305,0.040358744,0.085201794,0,0.080717489,0.058295964,0.049327354,0,0.058295964,0.076233184,0.067264574,0.040358744,0.035874439,0.035874439,0.076233184,0.067264574,0.00896861,0.044843049,0.044843049,20,22,16,38,88,32,4.783308219909667,7,0,4,8,0,9,3,4,0,5,6,5,3,2,3,6,5,2,2,0,0.094594595,0,0.054054054,0.10810810810810811,0,0.12162162162162163,0.040540541,0.054054054,0,0.067567568,0.081081081,0.067567568,0.040540541,0.027027027,0.040540541,0.081081081,0.067567568,0.027027027,0.027027027,0,6,7,5,12,25,11,4.799848365783691
2148,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6963,69,0,1,0,0,1,0,3,2,1,3,0,2,2,3,0,4,7,1,0,1,0,2,3,0,0,1,0.085714286,0.057142857,0.028571429,0.085714286,0,0.057142857,0.057142857,0.085714286,0,0.11428571428571428,0.2,0.028571429,0,0.028571429,0,0.057142857,0.085714286,0,0,0.028571429,1,3,3,6,18,5,6.1820589065551745,8,3,2,4,0,4,5,3,1,5,8,4,1,2,2,4,6,0,2,5,0.11594202898550725,0.043478260869565216,0.028985507246376812,0.057971014492753624,0,0.057971014492753624,0.072463768,0.043478260869565216,0.014492753623188406,0.072463768,0.11594202898550725,0.057971014492753624,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.057971014492753624,0.086956522,0,0.028985507246376812,0.072463768,4,7,7,14,30,10,6.781085014343262,2,0,1,1,0,2,2,2,0,1,5,1,0,1,0,2,2,0,0,1,0.086956522,0,0.043478260869565216,0.043478260869565216,0,0.086956522,0.086956522,0.086956522,0,0.043478260869565216,0.21739130434782608,0.043478260869565216,0,0.043478260869565216,0,0.086956522,0.086956522,0,0,0.043478260869565216,1,3,1,4,11,4,4.1373899459838865
2149,0,1,0,0,0,1.3e-114,113.88605664769317,0,1,1,0,0,0,0,1,1,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037,248,3,1,3,3,1,3,7,7,4,5,0,4,12,3,1,8,17,11,4,4,7,4,10,3,5,8,0.056451612903225805,0.056451612903225805,0.032258065,0.040322581,0,0.032258065,0.096774194,0.024193548387096774,0.008064516,0.064516129,0.13709677419354838,0.088709677,0.032258065,0.032258065,0.056451612903225805,0.032258065,0.080645161,0.024193548387096774,0.040322581,0.064516129,12,16,18,34,47,14,8.828381156921388,9,9,15,11,2,8,21,13,2,16,31,26,7,9,11,8,19,4,8,19,0.036290322580645164,0.036290322580645164,0.060483871,0.044354839,0.008064516,0.032258065,0.084677419,0.052419355,0.008064516,0.064516129,0.125,0.10483870967741936,0.028225806451612902,0.036290322580645164,0.044354839,0.032258065,0.076612903,0.016129032258064516,0.032258065,0.076612903,21,36,35,71,95,27,6.233725547790528,3,4,2,5,0,1,9,2,1,7,11,8,2,3,4,0,9,3,1,7,0.036585365853658534,0.048780488,0.024390243902439025,0.06097561,0,0.012195121951219513,0.10975609756097561,0.024390243902439025,0.012195121951219513,0.085365854,0.13414634146341464,0.097560976,0.024390243902439025,0.036585365853658534,0.048780488,0,0.10975609756097561,0.036585365853658534,0.012195121951219513,0.085365854,7,11,12,23,32,9,8.249906349
2150,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8833,36,-2,-4,-2,2,4,2,2,1,2,0,1,0,1,1,0,1,4,0,1,0,2,0,1,0,0,1,0.1111111111111111,0.055555556,0.1111111111111111,0,0.055555556,0,0.055555556,0.055555556,0,0.055555556,0.2222222222222222,0,0.055555556,0,0.1111111111111111,0,0.055555556,0,0,0.055555556,0,3,1,4,10,1,4.274315071105957,3,2,3,1,1,1,3,1,0,1,6,0,2,1,4,2,1,1,0,3,0.083333333,0.055555556,0.083333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.083333333,0.027777777777777776,0,0.027777777777777776,0.16666666666666666,0,0.055555556,0.027777777777777776,0.1111111111111111,0.055555556,0.027777777777777776,0.027777777777777776,0,0.083333333,2,6,2,8,16,3,4.160864448547363,2,1,1,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0.16666666666666666,0.083333333,0.083333333,0,0.083333333,0,0,0.083333333,0,0.083333333,0.083333333,0,0.083333333,0,0.16666666666666666,0,0.083333333,0,0,0,0,1,1,2,6,1,6.080487632751464
2151,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,115,2,6,2,2,6,2,13,7,5,0,0,1,2,2,0,0,8,2,0,1,4,2,2,0,1,8,0.22413793103448276,0.1206896551724138,0.086206897,0,0,0.017241379310344827,0.034482758620689655,0.034482758620689655,0,0,0.13793103448275862,0.034482758620689655,0,0.017241379310344827,0.068965517,0.034482758620689655,0.034482758620689655,0,0.017241379310344827,0.13793103448275862,2,7,9,16,31,4,9.681362342834472,24,11,7,0,0,1,3,7,2,0,12,3,1,3,14,6,7,0,3,10,0.20869565217391303,0.095652174,0.060869565,0,0,0.008695652,0.026086957,0.060869565,0.017391304347826087,0,0.10434782608695652,0.026086957,0.008695652,0.026086957,0.12173913043478261,0.052173913,0.060869565,0,0.026086957,0.086956522,6,10,14,24,54,13,9.970825386047363,11,4,2,0,0,1,2,2,0,0,4,1,0,1,4,1,1,0,0,4,0.2894736842105263,0.10526315789473684,0.052631579,0,0,0.026315789,0.052631579,0.052631579,0,0,0.10526315789473684,0.026315789,0,0.026315789,0.10526315789473684,0.026315789,0.026315789,0,0,0.10526315789473684,1,4,5,9,21,2,8.741155433654786
2152,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9529,64,-2,-5,-2,2,5,2,2,2,0,0,0,1,5,4,1,4,2,0,1,1,1,2,2,0,2,2,0.0625,0.0625,0,0,0,0.03125,0.15625,0.125,0.03125,0.125,0.0625,0,0.03125,0.03125,0.03125,0.0625,0.0625,0,0.0625,0.0625,3,5,2,7,15,4,4.6372888565063475,4,4,2,2,0,1,9,8,1,5,3,1,2,1,1,4,4,0,6,6,0.0625,0.0625,0.03125,0.03125,0,0.015625,0.140625,0.125,0.015625,0.078125,0.046875,0.015625,0.03125,0.015625,0.015625,0.0625,0.0625,0,0.09375,0.09375,7,11,5,16,28,8,4.473422050476074,2,2,0,0,0,1,5,3,1,2,1,0,1,0,0,1,1,0,1,1,0.090909091,0.090909091,0,0,0,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.090909091,0.045454545454545456,0,0.045454545454545456,0,0,0.045454545454545456,0.045454545454545456,0,0.045454545454545456,0.045454545454545456,1,5,2,7,10,2,4.637459373474121
2153,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3735,215,1,0,1,1,0,1,8,9,7,1,1,3,7,12,4,3,9,2,3,4,6,5,10,1,1,12,0.074074074,0.083333333,0.064814815,0.009259259,0.009259259,0.027777777777777776,0.064814815,0.1111111111111111,0.037037037037037035,0.027777777777777776,0.083333333,0.018518518518518517,0.027777777777777776,0.037037037037037035,0.055555556,0.046296296296296294,0.092592593,0.009259259,0.009259259,0.1111111111111111,6,14,11,25,47,15,5.742807197570801,21,13,12,4,1,7,13,32,9,7,11,3,7,13,16,9,13,5,3,16,0.097674419,0.060465116,0.055813953,0.018604651162790697,0.004651163,0.03255814,0.060465116,0.14883720930232558,0.041860465,0.03255814,0.051162791,0.013953488372093023,0.03255814,0.060465116,0.074418605,0.041860465,0.060465116,0.023255813953488372,0.013953488372093023,0.074418605,21,25,16,41,94,22,5.391769599914551,3,5,5,1,1,2,4,8,2,3,6,1,1,2,3,4,6,1,1,12,0.042253521,0.070422535,0.070422535,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.056338028169014086,0.11267605633802817,0.028169014084507043,0.042253521,0.084507042,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.042253521,0.056338028169014086,0.084507042,0.014084507042253521,0.014084507042253521,0.16901408450704225,4,9,6,15,33,10,5.075631141662597
2154,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2217,64,3,5,3,3,5,3,3,2,1,0,1,1,2,3,2,4,2,2,0,3,1,2,2,0,0,1,0.09375,0.0625,0.03125,0,0.03125,0.03125,0.0625,0.09375,0.0625,0.125,0.0625,0.0625,0,0.09375,0.03125,0.0625,0.0625,0,0,0.03125,3,3,4,7,13,4,8.215093421936036,4,3,4,5,3,3,2,3,3,6,4,5,1,4,1,6,3,0,0,4,0.0625,0.046875,0.0625,0.078125,0.046875,0.046875,0.03125,0.046875,0.046875,0.09375,0.0625,0.078125,0.015625,0.0625,0.015625,0.09375,0.046875,0,0,0.0625,4,6,8,14,22,9,8.592104530334474,3,2,1,0,1,0,1,3,1,2,2,0,0,2,1,2,1,0,0,0,0.13636363636363635,0.090909091,0.045454545454545456,0,0.045454545454545456,0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.090909091,0.090909091,0,0,0.090909091,0.045454545454545456,0.090909091,0.045454545454545456,0,0,0,2,2,2,4,10,3,6.743798637390138
2155,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465,286,-1,4,-1,1,4,1,10,18,7,0,2,9,15,9,2,12,24,1,1,6,8,4,4,1,1,9,0.06993007,0.1258741258741259,0.048951049,0,0.013986013986013986,0.062937063,0.1048951048951049,0.062937063,0.013986013986013986,0.083916084,0.16783216783216784,0.006993007,0.006993007,0.041958042,0.055944055944055944,0.027972027972027972,0.027972027972027972,0.006993007,0.006993007,0.062937063,8,22,19,41,65,8,5.492658805847167,35,31,10,3,2,16,25,20,5,21,46,3,6,11,13,9,12,1,1,16,0.12237762237762238,0.10839160839160839,0.034965035,0.01048951,0.006993007,0.055944055944055944,0.087412587,0.06993007,0.017482517482517484,0.073426573,0.16083916083916083,0.01048951,0.020979021,0.038461538461538464,0.045454545454545456,0.031468531,0.041958042,0.003496503,0.003496503,0.055944055944055944,13,35,34,69,144,21,6.556684684753418,8,14,2,0,1,8,8,8,1,8,16,0,1,4,2,3,4,1,0,6,0.084210526,0.14736842105263157,0.021052631578947368,0,0.010526315789473684,0.084210526,0.084210526,0.084210526,0.010526315789473684,0.084210526,0.16842105263157894,0,0.010526315789473684,0.042105263157894736,0.021052631578947368,0.031578947368421054,0.042105263157894736,0.010526315789473684,0,0.063157895,5,10,14,24,47,7,11.223381614685056
2156,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
2157,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6790,281,-6,-7,-6,6,7,6,12,13,12,6,1,7,16,10,4,5,10,5,4,7,6,7,2,4,4,6,0.085106383,0.092198582,0.085106383,0.042553191,0.007092199,0.04964539,0.11347517730496454,0.070921986,0.028368794326241134,0.035460993,0.070921986,0.035460993,0.028368794326241134,0.04964539,0.042553191,0.04964539,0.014184397163120567,0.028368794326241134,0.028368794326241134,0.042553191,15,28,18,46,47,9,4.847138405,31,26,22,10,3,15,35,19,8,11,20,16,10,10,6,10,6,5,6,12,0.1103202846975089,0.09252669,0.078291815,0.035587189,0.010676156583629894,0.053380783,0.12455516014234876,0.067615658,0.028469750889679714,0.039145907,0.071174377,0.056939502,0.035587189,0.035587189,0.021352313167259787,0.035587189,0.021352313167259787,0.017793594306049824,0.021352313167259787,0.042704626334519574,21,57,42,99,103,16,5.116157341003418,8,10,5,6,1,5,10,7,2,2,8,1,3,4,4,6,1,4,2,4,0.086021505,0.10752688172043011,0.053763440860215055,0.064516129,0.010752688172043012,0.053763440860215055,0.10752688172043011,0.075268817,0.021505376344086023,0.021505376344086023,0.086021505,0.010752688172043012,0.032258065,0.043010752688172046,0.043010752688172046,0.064516129,0.010752688172043012,0.043010752688172046,0.021505376344086023,0.043010752688172046,10,15,11,26,32,7,5.105926322937011
2158,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2626,172,-6,-8,-6,6,8,6,8,2,7,2,1,0,11,7,2,6,11,8,1,2,0,4,2,0,5,7,0.093023256,0.023255813953488372,0.081395349,0.023255813953488372,0.011627906976744186,0,0.12790697674418605,0.081395349,0.023255813953488372,0.069767442,0.12790697674418605,0.093023256,0.011627906976744186,0.023255813953488372,0,0.046511627906976744,0.023255813953488372,0,0.058139535,0.081395349,7,18,10,28,40,6,4.610745048522949,12,8,17,2,1,1,18,14,2,16,20,17,2,7,5,8,6,0,8,8,0.069767442,0.046511627906976744,0.098837209,0.011627906976744186,0.005813953,0.005813953,0.10465116279069768,0.081395349,0.011627906976744186,0.093023256,0.11627906976744186,0.098837209,0.011627906976744186,0.040697674418604654,0.029069767441860465,0.046511627906976744,0.034883721,0,0.046511627906976744,0.046511627906976744,15,35,25,60,72,14,4.803315544128417,7,1,6,1,1,0,3,5,1,5,8,6,0,2,0,2,2,0,3,4,0.12280701754385964,0.017543859649122806,0.10526315789473684,0.017543859649122806,0.017543859649122806,0,0.052631579,0.087719298,0.017543859649122806,0.087719298,0.14035087719298245,0.10526315789473684,0,0.035087719,0,0.035087719,0.035087719,0,0.052631579,0.070175439,5,9,7,16,29,4,5.077847862243652
